file, mode, rule, result, duration
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 12, sat, 0.09384274482727051
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 13, sat, 0.06471657752990723
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 14, sat, 0.08185195922851562
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 15, sat, 0.05285835266113281
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 16, sat, 0.05502653121948242
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 17, sat, 0.1715104579925537
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 18, sat, 0.05690169334411621
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 19, sat, 0.05108904838562012
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 20, sat, 0.051972150802612305
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 21, sat, 0.054854631423950195
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 22, sat, 0.09914207458496094
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 23, sat, 0.13758563995361328
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 24, sat, 0.051009416580200195
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 25, sat, 0.05342984199523926
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 26, sat, 0.05248117446899414
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 27, sat, 0.1756289005279541
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 28, sat, 0.06186318397521973
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 29, sat, 0.05050086975097656
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, redundancy, 30, sat, 0.22264790534973145
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 0, sat, 0.09644722938537598
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 1, sat, 0.07752633094787598
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 2, sat, 0.05346322059631348
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 3, sat, 0.07574057579040527
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 4, sat, 0.24053025245666504
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 5, sat, 0.11710286140441895
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 6, sat, 0.06293916702270508
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 7, sat, 0.05268383026123047
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 8, sat, 0.0924830436706543
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 9, sat, 0.06480932235717773
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 10, sat, 0.09330463409423828
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 11, sat, 0.17356181144714355
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 12, sat, 0.12816667556762695
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 13, sat, 0.09920239448547363
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 14, sat, 0.10398292541503906
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 15, sat, 0.05151867866516113
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 16, sat, 0.0895986557006836
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 17, sat, 0.23384952545166016
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 18, sat, 0.12622475624084473
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 19, sat, 0.09141325950622559
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 20, sat, 0.09580612182617188
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 21, sat, 0.08789515495300293
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 22, sat, 0.18353676795959473
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 23, sat, 0.24697279930114746
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 24, sat, 0.09436941146850586
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 25, sat, 0.13239312171936035
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 26, sat, 0.10108399391174316
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 27, sat, 0.22246718406677246
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 28, sat, 0.06297826766967773
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 29, sat, 0.09318041801452637
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, conflict, 30, sat, 0.36744117736816406
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, concern, 0, unsat, 0.10713052749633789
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, concern, 1, unsat, 0.20932364463806152
../test_files_z3/dressingAssist/DRESSASSIST-corrected.sleec, concern, 2, unsat, 0.11213231086730957
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 0, sat, 0.04610943794250488
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 1, sat, 0.04097151756286621
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 2, sat, 0.1465463638305664
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 3, sat, 0.03721141815185547
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 4, sat, 0.036728858947753906
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 5, sat, 0.043003082275390625
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 6, sat, 0.052082061767578125
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 7, sat, 0.09462237358093262
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 8, sat, 0.08040618896484375
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 9, sat, 0.03679823875427246
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 10, sat, 0.047521114349365234
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 11, sat, 0.06875181198120117
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 12, sat, 0.0649569034576416
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 13, sat, 0.2400209903717041
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 14, sat, 0.042206764221191406
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 15, sat, 0.06938505172729492
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 16, sat, 0.042656660079956055
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 17, sat, 0.042688846588134766
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 18, sat, 0.06859469413757324
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 19, sat, 0.0731661319732666
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 20, sat, 0.06745791435241699
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 21, sat, 0.06559872627258301
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 22, sat, 0.1457512378692627
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 23, sat, 0.03931736946105957
../test_files_z3/gdpr/DPA-corrected.sleec, redundancy, 24, sat, 0.0401456356048584
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 0, sat, 0.047601938247680664
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 1, sat, 0.13266277313232422
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 2, sat, 0.09266471862792969
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 3, sat, 0.11988091468811035
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 4, sat, 0.17156600952148438
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 5, sat, 0.32353854179382324
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 6, sat, 0.12220335006713867
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 7, sat, 0.14873385429382324
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 8, sat, 0.12468862533569336
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 9, sat, 0.0657808780670166
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 10, sat, 0.2577078342437744
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 11, sat, 0.10739660263061523
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 12, sat, 0.09533333778381348
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 13, sat, 0.09621548652648926
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 14, sat, 0.0946645736694336
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 15, sat, 0.2714717388153076
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 16, sat, 0.22913622856140137
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 17, sat, 0.20183658599853516
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 18, sat, 0.09904146194458008
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 19, sat, 0.09796452522277832
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 20, sat, 0.1450181007385254
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 21, sat, 0.10234451293945312
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 22, sat, 0.19508719444274902
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 23, sat, 0.13689923286437988
../test_files_z3/gdpr/DPA-corrected.sleec, conflict, 24, sat, 0.09676456451416016
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 0, unsat, 0.08118534088134766
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 1, unsat, 0.14277124404907227
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 2, unsat, 0.07769346237182617
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 3, unsat, 0.17118501663208008
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 4, unsat, 0.1041865348815918
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 5, unsat, 0.12973451614379883
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 6, unsat, 0.18744635581970215
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 7, unsat, 0.06863069534301758
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 8, unsat, 0.08956170082092285
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 9, unsat, 0.06962704658508301
../test_files_z3/gdpr/DPA-corrected.sleec, concern, 10, unsat, 0.04089999198913574
../test_files_z3/gdpr/DPA.sleec, redundancy, 0, sat, 0.05119729042053223
../test_files_z3/gdpr/DPA.sleec, redundancy, 1, sat, 0.06453633308410645
../test_files_z3/gdpr/DPA.sleec, redundancy, 2, sat, 0.04862093925476074
../test_files_z3/gdpr/DPA.sleec, redundancy, 3, sat, 0.03749489784240723
../test_files_z3/gdpr/DPA.sleec, redundancy, 4, sat, 0.04993438720703125
../test_files_z3/gdpr/DPA.sleec, redundancy, 5, sat, 0.051572322845458984
../test_files_z3/gdpr/DPA.sleec, redundancy, 6, sat, 0.06339836120605469
../test_files_z3/gdpr/DPA.sleec, redundancy, 7, sat, 0.07938313484191895
../test_files_z3/gdpr/DPA.sleec, redundancy, 8, sat, 0.04155850410461426
../test_files_z3/gdpr/DPA.sleec, redundancy, 9, sat, 0.06312870979309082
../test_files_z3/gdpr/DPA.sleec, redundancy, 10, sat, 0.06412267684936523
../test_files_z3/gdpr/DPA.sleec, redundancy, 11, sat, 0.25405454635620117
../test_files_z3/gdpr/DPA.sleec, redundancy, 12, sat, 0.03907203674316406
../test_files_z3/gdpr/DPA.sleec, redundancy, 13, sat, 0.06946825981140137
../test_files_z3/gdpr/DPA.sleec, redundancy, 14, sat, 0.0421605110168457
../test_files_z3/gdpr/DPA.sleec, redundancy, 15, sat, 0.04494309425354004
../test_files_z3/gdpr/DPA.sleec, redundancy, 16, sat, 0.0692138671875
../test_files_z3/gdpr/DPA.sleec, redundancy, 17, sat, 0.06656599044799805
../test_files_z3/gdpr/DPA.sleec, redundancy, 18, sat, 0.06592774391174316
../test_files_z3/gdpr/DPA.sleec, redundancy, 19, sat, 0.06493115425109863
../test_files_z3/gdpr/DPA.sleec, redundancy, 20, sat, 0.037055253982543945
../test_files_z3/gdpr/DPA.sleec, redundancy, 21, sat, 0.07335495948791504
../test_files_z3/gdpr/DPA.sleec, conflict, 0, sat, 0.09306931495666504
../test_files_z3/gdpr/DPA.sleec, conflict, 1, sat, 0.07277321815490723
../test_files_z3/gdpr/DPA.sleec, conflict, 2, sat, 0.09621930122375488
../test_files_z3/gdpr/DPA.sleec, conflict, 3, sat, 0.15822553634643555
../test_files_z3/gdpr/DPA.sleec, conflict, 4, sat, 0.1942765712738037
../test_files_z3/gdpr/DPA.sleec, conflict, 5, sat, 0.06774210929870605
../test_files_z3/gdpr/DPA.sleec, conflict, 6, sat, 0.10574030876159668
