real	0m0.065s
real	0m0.052s
real	0m0.075s
real	0m0.056s
real	0m0.062s
real	0m0.053s
real	0m0.053s
real	0m0.052s
real	0m0.062s
real	0m0.052s
real	0m0.111s
real	0m0.057s
real	0m0.055s
real	0m0.082s
real	0m0.067s
real	0m0.072s
real	0m0.091s
real	0m0.058s
real	0m0.075s
real	0m0.056s
real	0m0.096s
real	0m0.054s
real	0m0.093s
real	0m0.051s
real	0m0.095s
real	0m0.068s
real	0m0.066s
real	0m0.061s
real	0m0.063s
real	0m0.056s
real	0m0.064s
real	0m0.064s
real	0m0.060s
real	0m0.069s
real	0m0.067s
real	0m0.067s
real	0m0.067s
real	0m0.064s
real	0m0.057s
real	0m0.054s
real	0m0.091s
real	0m0.061s
real	0m0.057s
real	0m0.092s
real	0m0.077s
real	0m0.054s
real	0m0.102s
real	0m0.052s
real	0m0.051s
real	0m0.051s
real	0m0.066s
real	0m0.051s
real	0m0.115s
real	0m0.056s
real	0m0.062s
real	0m0.061s
real	0m0.096s
real	0m0.055s
real	0m0.086s
real	0m0.069s
real	0m0.075s
real	0m0.097s
real	0m0.060s
real	0m0.075s
real	0m0.061s
real	0m0.098s
real	0m0.099s
real	0m0.056s
real	0m0.053s
real	0m0.096s
real	0m0.069s
real	0m0.069s
real	0m0.065s
real	0m0.063s
real	0m0.061s
real	0m0.068s
real	0m0.068s
real	0m0.064s
real	0m0.066s
real	0m0.066s
real	0m0.067s
real	0m0.068s
real	0m0.066s
real	0m0.069s
real	0m0.085s
real	0m0.062s
real	0m0.063s
real	0m0.057s
real	0m0.093s
real	0m0.066s
real	0m0.054s
real	0m0.052s
real	0m0.080s
real	0m0.050s
real	0m0.055s
real	0m0.059s
real	0m0.071s
real	0m0.091s
real	0m0.053s
real	0m0.061s
real	0m0.052s
real	0m0.065s
real	0m0.106s
real	0m0.052s
real	0m0.053s
real	0m0.089s
real	0m0.060s
real	0m0.069s
real	0m0.061s
real	0m0.062s
real	0m0.053s
real	0m0.051s
real	0m0.064s
real	0m0.051s
real	0m0.085s
real	0m0.065s
real	0m0.064s
real	0m0.066s
real	0m0.065s
real	0m0.064s
real	0m0.052s
real	0m0.057s
real	0m0.055s
real	0m0.051s
real	0m0.065s
real	0m0.052s
real	0m0.050s
real	0m0.051s
real	0m0.053s
real	0m0.056s
real	0m0.070s
real	0m0.089s
real	0m0.049s
real	0m0.057s
real	0m0.050s
real	0m0.103s
real	0m0.049s
real	0m0.065s
real	0m0.052s
real	0m0.087s
real	0m0.057s
real	0m0.066s
real	0m0.057s
real	0m0.059s
real	0m0.051s
real	0m0.050s
real	0m0.051s
real	0m0.050s
real	0m0.062s
real	0m0.061s
real	0m0.062s
real	0m0.063s
real	0m0.061s
real	0m0.052s
real	0m0.048s
real	0m0.063s
real	0m0.050s
real	0m0.051s
real	0m0.077s
real	0m0.145s
real	0m0.145s
real	0m0.091s
real	0m0.091s
real	0m0.149s
real	0m0.091s
real	0m0.042s
real	0m0.042s
real	0m0.060s
real	0m0.091s
real	0m0.091s
real	0m0.090s
real	0m0.052s
real	0m0.051s
real	0m0.090s
real	0m0.050s
real	0m0.050s
real	0m0.055s
real	0m0.054s
real	0m0.058s
real	0m0.060s
real	0m0.091s
real	0m0.090s
real	0m0.043s
real	0m0.045s
real	0m0.061s
real	0m0.091s
real	0m0.048s
real	0m0.088s
real	0m0.057s
real	0m0.061s
real	0m0.169s
real	0m0.175s
real	0m0.125s
real	0m0.127s
real	0m0.168s
real	0m0.128s
real	0m0.052s
real	0m0.049s
real	0m0.058s
real	0m0.117s
real	0m0.117s
real	0m0.115s
real	0m0.046s
real	0m0.055s
real	0m0.056s
real	0m0.062s
real	0m0.050s
real	0m0.118s
real	0m0.051s
real	0m0.061s
real	0m0.048s
real	0m0.058s
real	0m0.056s
real	0m0.122s
real	0m0.118s
real	0m0.042s
real	0m0.046s
real	0m0.058s
real	0m0.117s
real	0m0.049s
real	0m0.117s
real	0m0.056s
real	0m0.055s
real	0m0.050s
real	0m0.106s
real	0m0.110s
real	0m0.106s
real	0m0.043s
real	0m0.048s
real	0m0.050s
real	0m0.042s
real	0m0.043s
real	0m0.114s
real	0m0.043s
real	0m0.053s
real	0m0.042s
real	0m0.045s
real	0m0.049s
real	0m0.091s
real	0m0.117s
real	0m0.044s
real	0m0.042s
real	0m0.141s
real	0m0.109s
real	0m0.042s
real	0m0.110s
real	0m0.045s
real	0m0.152s
real	0m0.047s
real	0m0.084s
real	0m0.085s
real	0m0.076s
real	0m0.043s
real	0m0.044s
real	0m0.083s
real	0m0.043s
real	0m0.042s
real	0m0.044s
real	0m0.052s
real	0m0.053s
real	0m0.117s
real	0m0.089s
real	0m0.089s
real	0m0.044s
real	0m0.042s
real	0m0.053s
real	0m0.085s
real	0m0.042s
real	0m0.084s
real	0m0.050s
real	0m0.125s
real	0m0.351s
real	0m0.064s
real	0m0.067s
real	0m0.211s
real	0m0.359s
real	0m0.212s
real	0m0.112s
real	0m0.104s
real	0m0.130s
real	0m0.091s
real	0m0.063s
real	0m0.093s
real	0m0.093s
real	0m0.104s
real	0m0.089s
real	0m0.070s
real	0m0.092s
real	0m0.093s
real	0m0.357s
real	0m0.356s
real	0m0.360s
real	0m0.303s
real	0m0.072s
real	0m0.075s
real	0m0.212s
real	0m0.070s
real	0m0.209s
real	0m0.088s
real	0m0.090s
real	0m0.210s
real	0m0.211s
real	0m0.216s
real	0m0.126s
real	0m0.090s
real	0m0.071s
real	0m0.123s
real	0m0.080s
real	0m0.099s
real	0m0.099s
real	0m0.591s
real	0m0.084s
real	0m0.103s
real	0m0.337s
real	0m0.400s
real	0m0.336s
real	0m0.135s
real	0m0.154s
real	0m0.159s
real	0m0.119s
real	0m0.081s
real	0m0.130s
real	0m0.116s
real	0m0.124s
real	0m0.123s
real	0m0.134s
real	0m0.111s
real	0m0.089s
real	0m0.115s
real	0m0.116s
real	0m0.392s
real	0m0.393s
real	0m0.391s
real	0m0.111s
real	0m0.334s
real	0m0.090s
real	0m0.408s
real	0m0.337s
real	0m0.410s
real	0m0.089s
real	0m0.098s
real	0m0.340s
real	0m0.340s
real	0m0.110s
real	0m0.110s
real	0m0.112s
real	0m0.342s
real	0m0.346s
real	0m0.120s
real	0m0.115s
real	0m0.097s
real	0m0.339s
real	0m0.083s
real	0m0.087s
real	0m0.121s
real	0m0.097s
real	0m0.089s
real	0m0.082s
real	0m0.085s
real	0m0.085s
real	0m0.086s
real	0m0.085s
real	0m0.339s
real	0m0.150s
real	0m0.111s
real	0m0.090s
real	0m0.146s
real	0m0.101s
real	0m0.082s
real	0m0.092s
real	0m0.114s
real	0m0.114s
real	0m0.096s
real	0m0.084s
real	0m0.100s
real	0m0.096s
real	0m0.252s
real	0m0.192s
real	0m0.270s
real	0m0.082s
real	0m0.292s
real	0m0.088s
real	0m0.376s
real	0m0.315s
real	0m0.346s
real	0m0.086s
real	0m0.084s
real	0m0.314s
real	0m0.331s
real	0m0.085s
real	0m0.115s
real	0m0.097s
real	0m0.374s
real	0m0.300s
real	0m0.153s
real	0m0.167s
real	0m0.096s
real	0m0.392s
real	0m0.086s
real	0m0.090s
real	0m0.151s
real	0m0.085s
real	0m0.090s
real	0m0.087s
real	0m0.086s
real	0m0.085s
real	0m0.085s
real	0m0.085s
real	0m0.207s
real	0m0.082s
real	0m0.106s
real	0m0.084s
real	0m0.085s
real	0m0.083s
real	0m0.064s
real	0m0.091s
real	0m0.076s
real	0m0.064s
real	0m0.078s
real	0m0.075s
real	0m0.225s
real	0m0.165s
real	0m0.239s
real	0m0.262s
real	0m0.063s
real	0m0.065s
real	0m0.178s
real	0m0.064s
real	0m0.204s
real	0m0.083s
real	0m0.076s
real	0m0.242s
real	0m0.240s
real	0m0.082s
real	0m0.065s
real	0m0.083s
real	0m0.063s
real	0m0.066s
real	0m0.063s
real	0m0.073s
real	0m0.090s
real	0m0.112s
real	0m0.142s
real	0m0.066s
real	0m0.068s
real	0m0.227s
real	0m0.070s
real	0m0.087s
real	0m0.092s
real	0m0.090s
real	0m0.077s
real	0m0.143s
real	0m0.142s
real	0m0.139s
real	0m0.075s
real	0m0.077s
real	0m0.100s
real	0m0.101s
real	0m0.101s
real	0m0.092s
real	0m0.140s
real	0m0.075s
real	0m0.091s
real	0m0.090s
real	0m0.091s
real	0m0.099s
real	0m0.089s
real	0m0.098s
real	0m0.102s
real	0m0.144s
real	0m0.099s
real	0m0.090s
real	0m0.076s
real	0m0.142s
real	0m0.142s
real	0m0.142s
real	0m0.143s
real	0m0.097s
real	0m0.096s
real	0m0.127s
real	0m0.079s
real	0m0.073s
real	0m0.077s
real	0m0.234s
real	0m0.075s
real	0m0.101s
real	0m0.098s
real	0m0.104s
real	0m0.083s
real	0m0.151s
real	0m0.148s
real	0m0.145s
real	0m0.081s
real	0m0.081s
real	0m0.106s
real	0m0.109s
real	0m0.107s
real	0m0.102s
real	0m0.146s
real	0m0.081s
real	0m0.104s
real	0m0.106s
real	0m0.095s
real	0m0.102s
real	0m0.104s
real	0m0.100s
real	0m0.107s
real	0m0.108s
real	0m0.152s
real	0m0.105s
real	0m0.097s
real	0m0.077s
real	0m0.105s
real	0m0.081s
real	0m0.148s
real	0m0.151s
real	0m0.151s
real	0m0.151s
real	0m0.106s
real	0m0.103s
real	0m0.074s
real	0m0.151s
real	0m0.148s
real	0m0.144s
real	0m0.071s
real	0m0.070s
real	0m0.102s
real	0m0.101s
real	0m0.104s
real	0m0.091s
real	0m0.135s
real	0m0.074s
real	0m0.103s
real	0m0.077s
real	0m0.075s
real	0m0.083s
real	0m0.095s
real	0m0.095s
real	0m0.102s
real	0m0.101s
real	0m0.136s
real	0m0.097s
real	0m0.075s
real	0m0.074s
real	0m0.091s
real	0m0.071s
real	0m0.118s
real	0m0.149s
real	0m0.140s
real	0m0.228s
real	0m0.080s
real	0m0.097s
real	0m0.069s
real	0m0.139s
real	0m0.140s
real	0m0.135s
real	0m0.068s
real	0m0.068s
real	0m0.096s
real	0m0.094s
real	0m0.093s
real	0m0.084s
real	0m0.128s
real	0m0.068s
real	0m0.092s
real	0m0.067s
real	0m0.068s
real	0m0.078s
real	0m0.076s
real	0m0.097s
real	0m0.095s
real	0m0.131s
