relation file, mode, rule, relations result,relations duration,quantifiers file2,quantifiers mode,quantifiers  rule,quantifiers result,quantifiers duration,z3 file,z3  mode,z3 rule,z3  result,z3 duration,file/mode match,result_match,Difference
test2.sleec, redundancy,0, sat,0.022147179,test2.sleec, redundancy,0, sat,0.064637184,test2.sleec, redundancy,0, sat,0.028031826,TRUE,TRUE,-0.005884647
test2.sleec, redundancy,1, sat,0.012153864,test2.sleec, redundancy,1, sat,0.057418823,test2.sleec, redundancy,1, sat,0.019772053,TRUE,TRUE,-0.007618189
test2.sleec, redundancy,2, sat,0.034395695,test2.sleec, redundancy,2, sat,0.038916349,test2.sleec, redundancy,2, sat,0.022359848,TRUE,TRUE,0.012035847
test2.sleec, conflict,0, sat,0.038166761,test2.sleec, conflict,0, sat,0.019581795,test2.sleec, conflict,0, unsat,0.065339565,TRUE,FALSE,-0.027172804
test2.sleec, conflict,1, sat,0.016278744,test2.sleec, conflict,1, sat,0.021358013,test2.sleec, conflict,1, sat,0.071583748,TRUE,TRUE,-0.055305004
test2.sleec, conflict,2, sat,0.037482262,test2.sleec, conflict,2, sat,0.019007206,test2.sleec, conflict,2, unsat,0.061251879,TRUE,FALSE,-0.023769617
buggy.sleec, redundancy,0, unsat,0.057259321,buggy.sleec, redundancy,0, unsat,0.594165087,buggy.sleec, redundancy,0, unsat,0.143388748,TRUE,TRUE,-0.086129427
buggy.sleec, redundancy,1, sat,0.061546564,buggy.sleec, redundancy,1, sat,0.162561655,buggy.sleec, redundancy,1, sat,0.065394402,TRUE,TRUE,-0.003847837
buggy.sleec, redundancy,2, sat,0.03771472,buggy.sleec, redundancy,2, sat,5.021460056,buggy.sleec, redundancy,2, sat,0.111388683,TRUE,TRUE,-0.073673964
buggy.sleec, redundancy,3, sat,0.070994854,buggy.sleec, redundancy,3, sat,3.935708523,buggy.sleec, redundancy,3, sat,0.154098749,TRUE,TRUE,-0.083103895
buggy.sleec, redundancy,4, sat,0.065617561,buggy.sleec, redundancy,4, sat,0.272355556,buggy.sleec, redundancy,4, sat,0.071572065,TRUE,TRUE,-0.005954504
buggy.sleec, redundancy,5, unsat,0.014126301,buggy.sleec, redundancy,5, unsat,1.454008818,buggy.sleec, redundancy,5, unsat,0.041611195,TRUE,TRUE,-0.027484894
buggy.sleec, redundancy,6, unsat,0.031376839,buggy.sleec, redundancy,6, unsat,2.490978718,buggy.sleec, redundancy,6, unsat,0.069716692,TRUE,TRUE,-0.038339853
buggy.sleec, redundancy,7, sat,0.014021158,buggy.sleec, redundancy,7, sat,0.029269934,buggy.sleec, redundancy,7, sat,0.024462938,TRUE,TRUE,-0.01044178
buggy.sleec, redundancy,8, sat,0.015955448,buggy.sleec, redundancy,8, sat,0.035093069,buggy.sleec, redundancy,8, sat,0.02509141,TRUE,TRUE,-0.009135962
buggy.sleec, redundancy,9, sat,0.022752762,buggy.sleec, redundancy,9, sat,1.833920479,buggy.sleec, redundancy,9, sat,0.026571989,TRUE,TRUE,-0.003819227
buggy.sleec, redundancy,10, sat,0.06234479,buggy.sleec, redundancy,10, sat,0.177917957,buggy.sleec, redundancy,10, sat,0.095129013,TRUE,TRUE,-0.032784224
buggy.sleec, redundancy,11, sat,0.019369125,buggy.sleec, redundancy,11, sat,0.062779188,buggy.sleec, redundancy,11, sat,0.025755644,TRUE,TRUE,-0.006386518
buggy.sleec, conflict,0, sat,0.445099354,buggy.sleec, conflict,0, sat,0.086685419,buggy.sleec, conflict,0, sat,0.133242846,TRUE,TRUE,0.311856508
buggy.sleec, conflict,1, sat,0.511220217,buggy.sleec, conflict,1, sat,0.081670046,buggy.sleec, conflict,1, sat,0.140272141,TRUE,TRUE,0.370948076
buggy.sleec, conflict,2, sat,3.333096266,buggy.sleec, conflict,2, sat,7.205654621,buggy.sleec, conflict,2, sat,0.145195961,TRUE,TRUE,3.187900305
buggy.sleec, conflict,3, sat,3.285603285,buggy.sleec, conflict,3, sat,7.529116154,buggy.sleec, conflict,3, sat,0.210320234,TRUE,TRUE,3.075283051
buggy.sleec, conflict,4, sat,0.354418039,buggy.sleec, conflict,4, sat,4.063912868,buggy.sleec, conflict,4, sat,0.069460154,TRUE,TRUE,0.284957886
buggy.sleec, conflict,5, sat,0.378390312,buggy.sleec, conflict,5, sat,4.114328146,buggy.sleec, conflict,5, sat,0.232060671,TRUE,TRUE,0.146329641
buggy.sleec, conflict,6, sat,0.362325907,buggy.sleec, conflict,6, sat,4.116059542,buggy.sleec, conflict,6, sat,0.250810146,TRUE,TRUE,0.11151576
buggy.sleec, conflict,7, sat,0.02061224,buggy.sleec, conflict,7, sat,0.038714409,buggy.sleec, conflict,7, sat,0.043570757,TRUE,TRUE,-0.022958517
buggy.sleec, conflict,8, sat,0.028982639,buggy.sleec, conflict,8, sat,0.047539711,buggy.sleec, conflict,8, sat,0.022965431,TRUE,TRUE,0.006017208
buggy.sleec, conflict,9, sat,0.034745455,buggy.sleec, conflict,9, sat,4.063980579,buggy.sleec, conflict,9, sat,0.090441704,TRUE,TRUE,-0.055696249
buggy.sleec, conflict,10, sat,0.549849033,buggy.sleec, conflict,10, sat,0.099998474,buggy.sleec, conflict,10, sat,0.127761602,TRUE,TRUE,0.422087431
buggy.sleec, conflict,11, sat,0.03263402,buggy.sleec, conflict,11, sat,0.043409824,buggy.sleec, conflict,11, unsat,0.060004473,TRUE,FALSE,-0.027370453
buggy.sleec, concern,0, sat,0.455228329,buggy.sleec, concern,0, sat,0.090019703,buggy.sleec, concern,0, sat,0.190767527,TRUE,TRUE,0.264460802
test1.sleec, redundancy,0, sat,0.016922951,test1.sleec, redundancy,0, sat,0.023333311,test1.sleec, redundancy,0, sat,0.020637035,TRUE,TRUE,-0.003714085
test1.sleec, redundancy,1, sat,0.007348299,test1.sleec, redundancy,1, sat,0.008674145,test1.sleec, redundancy,1, sat,0.019142151,TRUE,TRUE,-0.011793852
test1.sleec, redundancy,2, unsat,0.01437068,test1.sleec, redundancy,2, unsat,0.240661144,test1.sleec, redundancy,2, unsat,0.034163952,TRUE,TRUE,-0.019793272
test1.sleec, redundancy,3, sat,0.022748232,test1.sleec, redundancy,3, sat,0.01651907,test1.sleec, redundancy,3, sat,0.035308599,TRUE,TRUE,-0.012560368
test1.sleec, conflict,0, sat,0.026438236,test1.sleec, conflict,0, sat,0.016586781,test1.sleec, conflict,0, sat,0.083685398,TRUE,TRUE,-0.057247162
test1.sleec, conflict,1, sat,0.01134944,test1.sleec, conflict,1, sat,0.008979321,test1.sleec, conflict,1, sat,0.031503201,TRUE,TRUE,-0.020153761
test1.sleec, conflict,2, sat,0.024684668,test1.sleec, conflict,2, sat,0.012058496,test1.sleec, conflict,2, sat,0.075433493,TRUE,TRUE,-0.050748825
test1.sleec, conflict,3, sat,0.02436018,test1.sleec, conflict,3, sat,0.011790276,test1.sleec, conflict,3, sat,0.073656321,TRUE,TRUE,-0.049296141
test.sleec, redundancy,0, unsat,0.328687429,test.sleec, redundancy,0, unsat,0.288748264,test.sleec, redundancy,0, unsat,0.076449156,TRUE,TRUE,0.252238274
test.sleec, redundancy,1, unsat,0.012126446,test.sleec, redundancy,1, unsat,0.218926907,test.sleec, redundancy,1, unsat,0.023050308,TRUE,TRUE,-0.010923862
test.sleec, redundancy,2, unsat,0.009523153,test.sleec, redundancy,2, unsat,0.208397627,test.sleec, redundancy,2, unsat,0.023936987,TRUE,TRUE,-0.014413834
test.sleec, redundancy,3, sat,0.018798113,test.sleec, redundancy,3, sat,0.038024664,test.sleec, redundancy,3, sat,0.024905682,TRUE,TRUE,-0.006107569
test.sleec, redundancy,4, unsat,0.015261412,test.sleec, redundancy,4, unsat,0.482172489,test.sleec, redundancy,4, unsat,0.063747644,TRUE,TRUE,-0.048486233
test.sleec, redundancy,5, unsat,0.04009819,test.sleec, redundancy,5, unsat,0.501194715,test.sleec, redundancy,5, unsat,0.102759361,TRUE,TRUE,-0.062661171
test.sleec, redundancy,6, unsat,0.920884848,test.sleec, redundancy,6, unsat,0.442465544,test.sleec, redundancy,6, unsat,0.095439196,TRUE,TRUE,0.825445652
test.sleec, redundancy,7, unsat,0.01696372,test.sleec, redundancy,7, unsat,0.418115139,test.sleec, redundancy,7, unsat,0.025705576,TRUE,TRUE,-0.008741856
test.sleec, redundancy,8, unsat,0.023613214,test.sleec, redundancy,8, unsat,0.284401894,test.sleec, redundancy,8, unsat,0.027688265,TRUE,TRUE,-0.00407505
test.sleec, redundancy,9, unsat,0.042340279,test.sleec, redundancy,9, unsat,0.696242332,test.sleec, redundancy,9, unsat,0.02859354,TRUE,TRUE,0.013746738
test.sleec, redundancy,10, unsat,0.035212994,test.sleec, redundancy,10, unsat,0.301448822,test.sleec, redundancy,10, unsat,0.042737246,TRUE,TRUE,-0.007524252
test.sleec, redundancy,11, sat,0.075964928,test.sleec, redundancy,11, sat,0.078680515,test.sleec, redundancy,11, sat,0.04869175,TRUE,TRUE,0.027273178
test.sleec, redundancy,12, unsat,0.040943861,test.sleec, redundancy,12, unsat,0.296876669,test.sleec, redundancy,12, unsat,0.028645992,TRUE,TRUE,0.012297869
test.sleec, redundancy,13, sat,0.046604872,test.sleec, redundancy,13, sat,0.070704699,test.sleec, redundancy,13, sat,0.048181534,TRUE,TRUE,-0.001576662
test.sleec, redundancy,14, unsat,0.086640596,test.sleec, redundancy,14, unsat,0.165148258,test.sleec, redundancy,14, unsat,0.055047035,TRUE,TRUE,0.031593561
test.sleec, redundancy,15, sat,0.031692982,test.sleec, redundancy,15, sat,0.036041021,test.sleec, redundancy,15, sat,0.04728055,TRUE,TRUE,-0.015587568
test.sleec, redundancy,16, sat,0.085781336,test.sleec, redundancy,16, sat,0.123851299,test.sleec, redundancy,16, sat,0.050310373,TRUE,TRUE,0.035470963
test.sleec, redundancy,17, sat,0.025057554,test.sleec, redundancy,17, sat,0.03144908,test.sleec, redundancy,17, sat,0.046739817,TRUE,TRUE,-0.021682262
test.sleec, redundancy,18, sat,0.019124508,test.sleec, redundancy,18, sat,0.027359962,test.sleec, redundancy,18, sat,0.024746656,TRUE,TRUE,-0.005622149
test.sleec, redundancy,19, sat,0.039207697,test.sleec, redundancy,19, sat,0.042664528,test.sleec, redundancy,19, sat,0.088924646,TRUE,TRUE,-0.049716949
test.sleec, redundancy,20, unsat,0.06452632,test.sleec, redundancy,20, unsat,0.44404912,test.sleec, redundancy,20, unsat,0.075672626,TRUE,TRUE,-0.011146307
test.sleec, conflict,0, sat,0.181973934,test.sleec, conflict,0, sat,0.045360565,test.sleec, conflict,0, sat,0.042121649,TRUE,TRUE,0.139852285
test.sleec, conflict,1, sat,0.181838989,test.sleec, conflict,1, sat,0.031797409,test.sleec, conflict,1, sat,0.040757895,TRUE,TRUE,0.141081095
test.sleec, conflict,2, sat,0.191042662,test.sleec, conflict,2, sat,0.03263998,test.sleec, conflict,2, sat,0.040007114,TRUE,TRUE,0.151035547
test.sleec, conflict,3, sat,0.168329,test.sleec, conflict,3, sat,0.056577206,test.sleec, conflict,3, sat,0.200049639,TRUE,TRUE,-0.031720638
test.sleec, conflict,4, sat,0.160986662,test.sleec, conflict,4, sat,0.053118467,test.sleec, conflict,4, sat,0.245385885,TRUE,TRUE,-0.084399223
test.sleec, conflict,5, sat,0.196597576,test.sleec, conflict,5, sat,0.06572032,test.sleec, conflict,5, sat,0.346377373,TRUE,TRUE,-0.149779797
test.sleec, conflict,6, sat,0.13745141,test.sleec, conflict,6, sat,0.054789305,test.sleec, conflict,6, sat,0.169531822,TRUE,TRUE,-0.032080412
test.sleec, conflict,7, sat,0.130888224,test.sleec, conflict,7, sat,0.053793669,test.sleec, conflict,7, sat,0.151938438,TRUE,TRUE,-0.021050215
test.sleec, conflict,8, sat,0.129511595,test.sleec, conflict,8, sat,0.050423861,test.sleec, conflict,8, sat,0.153838396,TRUE,TRUE,-0.024326801
test.sleec, conflict,9, sat,0.139077187,test.sleec, conflict,9, sat,0.051736355,test.sleec, conflict,9, sat,0.176174402,TRUE,TRUE,-0.037097216
test.sleec, conflict,10, sat,0.13035202,test.sleec, conflict,10, sat,0.054241657,test.sleec, conflict,10, sat,0.151941299,TRUE,TRUE,-0.021589279
test.sleec, conflict,11, sat,0.131720304,test.sleec, conflict,11, sat,0.050343513,test.sleec, conflict,11, sat,0.178997993,TRUE,TRUE,-0.047277689
test.sleec, conflict,12, sat,0.131573915,test.sleec, conflict,12, sat,0.051930904,test.sleec, conflict,12, sat,0.152591944,TRUE,TRUE,-0.021018028
test.sleec, conflict,13, sat,0.026944876,test.sleec, conflict,13, sat,0.030127764,test.sleec, conflict,13, sat,0.027185678,TRUE,TRUE,-0.000240803
test.sleec, conflict,14, sat,0.028982162,test.sleec, conflict,14, sat,0.028559208,test.sleec, conflict,14, sat,0.032945871,TRUE,TRUE,-0.003963709
test.sleec, conflict,15, sat,0.029486895,test.sleec, conflict,15, sat,0.030056715,test.sleec, conflict,15, sat,0.028187513,TRUE,TRUE,0.001299381
test.sleec, conflict,16, sat,0.025155306,test.sleec, conflict,16, sat,0.028482437,test.sleec, conflict,16, sat,0.029011726,TRUE,TRUE,-0.003856421
test.sleec, conflict,17, sat,0.042457104,test.sleec, conflict,17, sat,0.027884007,test.sleec, conflict,17, sat,0.086216211,TRUE,TRUE,-0.043759108
test.sleec, conflict,18, sat,0.041000366,test.sleec, conflict,18, sat,0.032749653,test.sleec, conflict,18, sat,0.091380358,TRUE,TRUE,-0.050379992
test.sleec, conflict,19, sat,0.042880297,test.sleec, conflict,19, sat,0.032368898,test.sleec, conflict,19, sat,0.094922304,TRUE,TRUE,-0.052042007
test.sleec, conflict,20, sat,0.040920258,test.sleec, conflict,20, sat,0.029615402,test.sleec, conflict,20, sat,0.045398474,TRUE,TRUE,-0.004478216
test4.sleec, redundancy,0, sat,0.013659477,test4.sleec, redundancy,0, sat,0.046678305,test4.sleec, redundancy,0, sat,0.022874594,TRUE,TRUE,-0.009215117
test4.sleec, redundancy,1, sat,0.012421846,test4.sleec, redundancy,1, sat,0.059150457,test4.sleec, redundancy,1, sat,0.020696878,TRUE,TRUE,-0.008275032
test4.sleec, redundancy,2, sat,0.007044077,test4.sleec, redundancy,2, sat,0.009599447,test4.sleec, redundancy,2, sat,0.019007683,TRUE,TRUE,-0.011963606
test4.sleec, conflict,0, sat,0.017915487,test4.sleec, conflict,0, sat,0.020359755,test4.sleec, conflict,0, sat,0.056479931,TRUE,TRUE,-0.038564444
test4.sleec, conflict,1, sat,0.0195508,test4.sleec, conflict,1, sat,0.081256628,test4.sleec, conflict,1, sat,0.078399181,TRUE,TRUE,-0.058848381
test4.sleec, conflict,2, sat,0.011017323,test4.sleec, conflict,2, sat,0.009340525,test4.sleec, conflict,2, sat,0.030947685,TRUE,TRUE,-0.019930363
test4.sleec, concern,0, sat,0.025771141,test4.sleec, concern,0, sat,0.090639353,test4.sleec, concern,0, unsat,0.083973408,TRUE,FALSE,-0.058202267
test3.sleec, redundancy,0, sat,0.013843775,test3.sleec, redundancy,0, sat,0.046649933,test3.sleec, redundancy,0, sat,0.023416758,TRUE,TRUE,-0.009572983
test3.sleec, redundancy,1, sat,0.012080669,test3.sleec, redundancy,1, sat,0.058731794,test3.sleec, redundancy,1, sat,0.020539761,TRUE,TRUE,-0.008459091
test3.sleec, redundancy,2, sat,0.007128,test3.sleec, redundancy,2, sat,0.010244846,test3.sleec, redundancy,2, sat,0.019795179,TRUE,TRUE,-0.012667179
test3.sleec, conflict,0, sat,0.018055677,test3.sleec, conflict,0, sat,0.020604134,test3.sleec, conflict,0, sat,0.049437284,TRUE,TRUE,-0.031381607
test3.sleec, conflict,1, sat,0.019590139,test3.sleec, conflict,1, sat,0.08219099,test3.sleec, conflict,1, sat,0.079691172,TRUE,TRUE,-0.060101032
test3.sleec, conflict,2, sat,0.011392593,test3.sleec, conflict,2, sat,0.009602785,test3.sleec, conflict,2, sat,0.031719208,TRUE,TRUE,-0.020326614
test3.sleec, concern,0, sat,0.025495291,test3.sleec, concern,0, sat,0.09028101,test3.sleec, concern,0, sat,0.089579105,TRUE,TRUE,-0.064083815
dressingAssist/DRESSASSIST.sleec, redundancy,0, sat,0.082888842,dressingAssist/DRESSASSIST.sleec, redundancy,0, sat,0.170354605,dressingAssist/DRESSASSIST.sleec, redundancy,0, sat,0.059348822,TRUE,TRUE,0.02354002
dressingAssist/DRESSASSIST.sleec, redundancy,1, sat,0.097765207,dressingAssist/DRESSASSIST.sleec, redundancy,1, unknown (TIMEOUT),10.00349689,dressingAssist/DRESSASSIST.sleec, redundancy,1, sat,0.073358774,TRUE,TRUE,0.024406433
dressingAssist/DRESSASSIST.sleec, redundancy,2, sat,0.077096939,dressingAssist/DRESSASSIST.sleec, redundancy,2, unknown (TIMEOUT),10.00014138,dressingAssist/DRESSASSIST.sleec, redundancy,2, sat,0.049419403,TRUE,TRUE,0.027677536
dressingAssist/DRESSASSIST.sleec, redundancy,3, sat,0.097412109,dressingAssist/DRESSASSIST.sleec, redundancy,3, unknown (TIMEOUT),10.00008607,dressingAssist/DRESSASSIST.sleec, redundancy,3, sat,0.183386087,TRUE,TRUE,-0.085973978
dressingAssist/DRESSASSIST.sleec, redundancy,4, sat,0.112753153,dressingAssist/DRESSASSIST.sleec, redundancy,4, unknown (TIMEOUT),10.00013971,dressingAssist/DRESSASSIST.sleec, redundancy,4, sat,0.178650141,TRUE,TRUE,-0.065896988
dressingAssist/DRESSASSIST.sleec, redundancy,5, sat,0.078022242,dressingAssist/DRESSASSIST.sleec, redundancy,5, sat,0.261483908,dressingAssist/DRESSASSIST.sleec, redundancy,5, sat,0.05461216,TRUE,TRUE,0.023410082
dressingAssist/DRESSASSIST.sleec, redundancy,6, sat,0.087105274,dressingAssist/DRESSASSIST.sleec, redundancy,6, unknown (TIMEOUT),10.00014257,dressingAssist/DRESSASSIST.sleec, redundancy,6, sat,0.080916166,TRUE,TRUE,0.006189108
dressingAssist/DRESSASSIST.sleec, redundancy,7, sat,0.083683252,dressingAssist/DRESSASSIST.sleec, redundancy,7, sat,0.167925835,dressingAssist/DRESSASSIST.sleec, redundancy,7, sat,0.064651251,TRUE,TRUE,0.019032001
dressingAssist/DRESSASSIST.sleec, redundancy,8, sat,0.076808214,dressingAssist/DRESSASSIST.sleec, redundancy,8, sat,0.169063807,dressingAssist/DRESSASSIST.sleec, redundancy,8, sat,0.053955793,TRUE,TRUE,0.022852421
dressingAssist/DRESSASSIST.sleec, redundancy,9, sat,0.109946489,dressingAssist/DRESSASSIST.sleec, redundancy,9, unknown (TIMEOUT),10.00014329,dressingAssist/DRESSASSIST.sleec, redundancy,9, sat,0.084354162,TRUE,TRUE,0.025592327
dressingAssist/DRESSASSIST.sleec, redundancy,10, sat,0.079172611,dressingAssist/DRESSASSIST.sleec, redundancy,10, sat,0.167857647,dressingAssist/DRESSASSIST.sleec, redundancy,10, sat,0.05307579,TRUE,TRUE,0.026096821
dressingAssist/DRESSASSIST.sleec, redundancy,11, sat,0.098419428,dressingAssist/DRESSASSIST.sleec, redundancy,11, sat,0.209545612,dressingAssist/DRESSASSIST.sleec, redundancy,11, sat,0.115567207,TRUE,TRUE,-0.017147779
dressingAssist/DRESSASSIST.sleec, redundancy,12, sat,0.089694023,dressingAssist/DRESSASSIST.sleec, redundancy,12, sat,0.207290888,dressingAssist/DRESSASSIST.sleec, redundancy,12, sat,0.089436054,TRUE,TRUE,0.000257969
dressingAssist/DRESSASSIST.sleec, redundancy,13, sat,0.101076603,dressingAssist/DRESSASSIST.sleec, redundancy,13, unknown (TIMEOUT),10.00023317,dressingAssist/DRESSASSIST.sleec, redundancy,13, sat,0.063466072,TRUE,TRUE,0.037610531
dressingAssist/DRESSASSIST.sleec, redundancy,14, sat,0.077102423,dressingAssist/DRESSASSIST.sleec, redundancy,14, sat,0.168030739,dressingAssist/DRESSASSIST.sleec, redundancy,14, sat,0.083208323,TRUE,TRUE,-0.0061059
dressingAssist/DRESSASSIST.sleec, redundancy,15, sat,0.077494144,dressingAssist/DRESSASSIST.sleec, redundancy,15, sat,0.165400505,dressingAssist/DRESSASSIST.sleec, redundancy,15, sat,0.054538965,TRUE,TRUE,0.022955179
dressingAssist/DRESSASSIST.sleec, redundancy,16, sat,0.07945013,dressingAssist/DRESSASSIST.sleec, redundancy,16, sat,0.171540737,dressingAssist/DRESSASSIST.sleec, redundancy,16, sat,0.054505348,TRUE,TRUE,0.024944782
dressingAssist/DRESSASSIST.sleec, redundancy,17, sat,0.093030453,dressingAssist/DRESSASSIST.sleec, redundancy,17, sat,0.261585474,dressingAssist/DRESSASSIST.sleec, redundancy,17, sat,0.172491074,TRUE,TRUE,-0.079460621
dressingAssist/DRESSASSIST.sleec, redundancy,18, sat,0.091869116,dressingAssist/DRESSASSIST.sleec, redundancy,18, unknown (TIMEOUT),10.00013232,dressingAssist/DRESSASSIST.sleec, redundancy,18, sat,0.051714182,TRUE,TRUE,0.040154934
dressingAssist/DRESSASSIST.sleec, redundancy,19, sat,0.077180147,dressingAssist/DRESSASSIST.sleec, redundancy,19, sat,0.181277037,dressingAssist/DRESSASSIST.sleec, redundancy,19, sat,0.056545973,TRUE,TRUE,0.020634174
dressingAssist/DRESSASSIST.sleec, redundancy,20, sat,0.08019948,dressingAssist/DRESSASSIST.sleec, redundancy,20, sat,0.170713663,dressingAssist/DRESSASSIST.sleec, redundancy,20, sat,0.050439596,TRUE,TRUE,0.029759884
dressingAssist/DRESSASSIST.sleec, redundancy,21, sat,0.080432892,dressingAssist/DRESSASSIST.sleec, redundancy,21, sat,0.166410208,dressingAssist/DRESSASSIST.sleec, redundancy,21, sat,0.050046444,TRUE,TRUE,0.030386448
dressingAssist/DRESSASSIST.sleec, redundancy,22, sat,0.093771219,dressingAssist/DRESSASSIST.sleec, redundancy,22, unknown (TIMEOUT),10.00008249,dressingAssist/DRESSASSIST.sleec, redundancy,22, sat,0.100978374,TRUE,TRUE,-0.007207155
dressingAssist/DRESSASSIST.sleec, redundancy,23, sat,0.108189344,dressingAssist/DRESSASSIST.sleec, redundancy,23, sat,0.301193714,dressingAssist/DRESSASSIST.sleec, redundancy,23, sat,0.137051582,TRUE,TRUE,-0.028862238
dressingAssist/DRESSASSIST.sleec, redundancy,24, sat,0.088008165,dressingAssist/DRESSASSIST.sleec, redundancy,24, sat,0.172515631,dressingAssist/DRESSASSIST.sleec, redundancy,24, sat,0.050065517,TRUE,TRUE,0.037942648
dressingAssist/DRESSASSIST.sleec, redundancy,25, sat,0.080584288,dressingAssist/DRESSASSIST.sleec, redundancy,25, sat,0.17191577,dressingAssist/DRESSASSIST.sleec, redundancy,25, sat,0.051323652,TRUE,TRUE,0.029260635
dressingAssist/DRESSASSIST.sleec, redundancy,26, sat,0.082085133,dressingAssist/DRESSASSIST.sleec, redundancy,26, sat,0.305311441,dressingAssist/DRESSASSIST.sleec, redundancy,26, sat,0.050786495,TRUE,TRUE,0.031298637
dressingAssist/DRESSASSIST.sleec, redundancy,27, sat,0.102878809,dressingAssist/DRESSASSIST.sleec, redundancy,27, unknown (TIMEOUT),10.00008941,dressingAssist/DRESSASSIST.sleec, redundancy,27, sat,0.178840637,TRUE,TRUE,-0.075961828
dressingAssist/DRESSASSIST.sleec, redundancy,28, sat,0.102460861,dressingAssist/DRESSASSIST.sleec, redundancy,28, unknown (TIMEOUT),10.00008178,dressingAssist/DRESSASSIST.sleec, redundancy,28, sat,0.061966658,TRUE,TRUE,0.040494204
dressingAssist/DRESSASSIST.sleec, redundancy,29, sat,0.088781357,dressingAssist/DRESSASSIST.sleec, redundancy,29, sat,0.181948185,dressingAssist/DRESSASSIST.sleec, redundancy,29, sat,0.050354481,TRUE,TRUE,0.038426876
dressingAssist/DRESSASSIST.sleec, redundancy,30, sat,0.118376017,dressingAssist/DRESSASSIST.sleec, redundancy,30, unknown (TIMEOUT),10.00014687,dressingAssist/DRESSASSIST.sleec, redundancy,30, sat,0.299386501,TRUE,TRUE,-0.181010485
dressingAssist/DRESSASSIST.sleec, conflict,0, sat,0.08341217,dressingAssist/DRESSASSIST.sleec, conflict,0, unknown (TIMEOUT),10.00012159,dressingAssist/DRESSASSIST.sleec, conflict,0, sat,0.093244553,TRUE,TRUE,-0.009832382
dressingAssist/DRESSASSIST.sleec, conflict,1, sat,0.084931135,dressingAssist/DRESSASSIST.sleec, conflict,1, unknown (TIMEOUT),10.00008082,dressingAssist/DRESSASSIST.sleec, conflict,1, sat,0.071368217,TRUE,TRUE,0.013562918
dressingAssist/DRESSASSIST.sleec, conflict,2, sat,0.066154003,dressingAssist/DRESSASSIST.sleec, conflict,2, unknown (TIMEOUT),10.00007892,dressingAssist/DRESSASSIST.sleec, conflict,2, sat,0.050281525,TRUE,TRUE,0.015872478
dressingAssist/DRESSASSIST.sleec, conflict,3, sat,0.088004112,dressingAssist/DRESSASSIST.sleec, conflict,3, unknown (TIMEOUT),10.00011134,dressingAssist/DRESSASSIST.sleec, conflict,3, sat,0.076382399,TRUE,TRUE,0.011621714
dressingAssist/DRESSASSIST.sleec, conflict,4, sat,0.10008049,dressingAssist/DRESSASSIST.sleec, conflict,4, unknown (TIMEOUT),10.00011086,dressingAssist/DRESSASSIST.sleec, conflict,4, sat,0.240053177,TRUE,TRUE,-0.139972687
dressingAssist/DRESSASSIST.sleec, conflict,5, sat,0.084925652,dressingAssist/DRESSASSIST.sleec, conflict,5, unknown (TIMEOUT),10.00010467,dressingAssist/DRESSASSIST.sleec, conflict,5, sat,0.10583806,TRUE,TRUE,-0.020912409
dressingAssist/DRESSASSIST.sleec, conflict,6, sat,0.094059706,dressingAssist/DRESSASSIST.sleec, conflict,6, unknown (TIMEOUT),10.00008631,dressingAssist/DRESSASSIST.sleec, conflict,6, sat,0.063169479,TRUE,TRUE,0.030890226
dressingAssist/DRESSASSIST.sleec, conflict,7, sat,0.085738659,dressingAssist/DRESSASSIST.sleec, conflict,7, unknown (TIMEOUT),10.00011253,dressingAssist/DRESSASSIST.sleec, conflict,7, sat,0.057044268,TRUE,TRUE,0.028694391
dressingAssist/DRESSASSIST.sleec, conflict,8, sat,0.087868929,dressingAssist/DRESSASSIST.sleec, conflict,8, unknown (TIMEOUT),10.00010061,dressingAssist/DRESSASSIST.sleec, conflict,8, sat,0.090639353,TRUE,TRUE,-0.002770424
dressingAssist/DRESSASSIST.sleec, conflict,9, sat,0.092708349,dressingAssist/DRESSASSIST.sleec, conflict,9, unknown (TIMEOUT),10.00010109,dressingAssist/DRESSASSIST.sleec, conflict,9, sat,0.062318802,TRUE,TRUE,0.030389547
dressingAssist/DRESSASSIST.sleec, conflict,10, sat,0.085294485,dressingAssist/DRESSASSIST.sleec, conflict,10, unknown (TIMEOUT),10.00013399,dressingAssist/DRESSASSIST.sleec, conflict,10, sat,0.094028473,TRUE,TRUE,-0.008733988
dressingAssist/DRESSASSIST.sleec, conflict,11, sat,0.097391605,dressingAssist/DRESSASSIST.sleec, conflict,11, unknown (TIMEOUT),10.00011611,dressingAssist/DRESSASSIST.sleec, conflict,11, sat,0.173376322,TRUE,TRUE,-0.075984716
dressingAssist/DRESSASSIST.sleec, conflict,12, sat,0.096953154,dressingAssist/DRESSASSIST.sleec, conflict,12, unknown (TIMEOUT),10.00010467,dressingAssist/DRESSASSIST.sleec, conflict,12, sat,0.127374411,TRUE,TRUE,-0.030421257
dressingAssist/DRESSASSIST.sleec, conflict,13, sat,0.099863291,dressingAssist/DRESSASSIST.sleec, conflict,13, unknown (TIMEOUT),10.00010657,dressingAssist/DRESSASSIST.sleec, conflict,13, sat,0.106957197,TRUE,TRUE,-0.007093906
