relation file, mode, rule, relations result,relations duration,quantifiers file2,quantifiers mode,quantifiers  rule,quantifiers result,quantifiers duration,z3 file,z3  mode,z3 rule,z3  result,z3 duration,file/mode match,result_match,Difference
gdpr/DPA-corrected.sleec, conflict,19, sat,0.073811293,gdpr/DPA-corrected.sleec, conflict,19, unknown (TIMEOUT),10.00008821,gdpr/DPA-corrected.sleec, conflict,19, sat,0.097964525,TRUE,TRUE,-0.024153233
gdpr/DPA-corrected.sleec, conflict,20, sat,0.07275629,gdpr/DPA-corrected.sleec, conflict,20, unknown (TIMEOUT),10.00006676,gdpr/DPA-corrected.sleec, conflict,20, sat,0.145018101,TRUE,TRUE,-0.07226181
gdpr/DPA-corrected.sleec, conflict,21, sat,0.076445818,gdpr/DPA-corrected.sleec, conflict,21, unknown (TIMEOUT),10.00012779,gdpr/DPA-corrected.sleec, conflict,21, sat,0.102344513,TRUE,TRUE,-0.025898695
gdpr/DPA-corrected.sleec, conflict,22, sat,0.100523233,gdpr/DPA-corrected.sleec, conflict,22, unknown (TIMEOUT),10.00007391,gdpr/DPA-corrected.sleec, conflict,22, sat,0.195087194,TRUE,TRUE,-0.094563961
gdpr/DPA-corrected.sleec, conflict,23, sat,0.100852728,gdpr/DPA-corrected.sleec, conflict,23, unknown (TIMEOUT),10.00010991,gdpr/DPA-corrected.sleec, conflict,23, sat,0.136899233,TRUE,TRUE,-0.036046505
gdpr/DPA-corrected.sleec, conflict,24, sat,0.083597422,gdpr/DPA-corrected.sleec, conflict,24, unknown (TIMEOUT),10.00008297,gdpr/DPA-corrected.sleec, conflict,24, sat,0.096764565,TRUE,TRUE,-0.013167143
gdpr/DPA-corrected.sleec, concern,0, sat,0.065307379,gdpr/DPA-corrected.sleec, concern,0, unknown (TIMEOUT),10.00011611,gdpr/DPA-corrected.sleec, concern,0, unsat,0.081185341,TRUE,FALSE,-0.015877962
gdpr/DPA-corrected.sleec, concern,1, sat,0.116782904,gdpr/DPA-corrected.sleec, concern,1, unknown (TIMEOUT),10.00006938,gdpr/DPA-corrected.sleec, concern,1, unsat,0.142771244,TRUE,FALSE,-0.02598834
gdpr/DPA-corrected.sleec, concern,2, sat,0.111224651,gdpr/DPA-corrected.sleec, concern,2, unknown (TIMEOUT),10.00008464,gdpr/DPA-corrected.sleec, concern,2, unsat,0.077693462,TRUE,FALSE,0.033531189
gdpr/DPA-corrected.sleec, concern,3, sat,0.096270323,gdpr/DPA-corrected.sleec, concern,3, unknown (TIMEOUT),10.00007915,gdpr/DPA-corrected.sleec, concern,3, unsat,0.171185017,TRUE,FALSE,-0.074914694
gdpr/DPA-corrected.sleec, concern,4, sat,0.090093136,gdpr/DPA-corrected.sleec, concern,4, unknown (TIMEOUT),10.00007558,gdpr/DPA-corrected.sleec, concern,4, unsat,0.104186535,TRUE,FALSE,-0.014093399
gdpr/DPA-corrected.sleec, concern,5, sat,0.143548727,gdpr/DPA-corrected.sleec, concern,5, unknown (TIMEOUT),10.0000689,gdpr/DPA-corrected.sleec, concern,5, unsat,0.129734516,TRUE,FALSE,0.013814211
gdpr/DPA-corrected.sleec, concern,6, sat,0.122958183,gdpr/DPA-corrected.sleec, concern,6, unknown (TIMEOUT),10.00008965,gdpr/DPA-corrected.sleec, concern,6, unsat,0.187446356,TRUE,FALSE,-0.064488173
gdpr/DPA-corrected.sleec, concern,7, sat,0.075800896,gdpr/DPA-corrected.sleec, concern,7, unknown (TIMEOUT),10.00007772,gdpr/DPA-corrected.sleec, concern,7, unsat,0.068630695,TRUE,FALSE,0.0071702
gdpr/DPA-corrected.sleec, concern,8, sat,0.104755402,gdpr/DPA-corrected.sleec, concern,8, unknown (TIMEOUT),10.00023031,gdpr/DPA-corrected.sleec, concern,8, unsat,0.089561701,TRUE,FALSE,0.015193701
gdpr/DPA-corrected.sleec, concern,9, sat,0.094854593,gdpr/DPA-corrected.sleec, concern,9, unknown (TIMEOUT),10.00008035,gdpr/DPA-corrected.sleec, concern,9, unsat,0.069627047,TRUE,FALSE,0.025227547
gdpr/DPA-corrected.sleec, concern,10, sat,0.086198807,gdpr/DPA-corrected.sleec, concern,10, unknown (TIMEOUT),10.00009084,gdpr/DPA-corrected.sleec, concern,10, unsat,0.040899992,TRUE,FALSE,0.045298815
gdpr/DPA.sleec, redundancy,0, sat,0.064226627,gdpr/DPA.sleec, redundancy,0, sat,0.418817043,gdpr/DPA.sleec, redundancy,0, sat,0.05119729,TRUE,TRUE,0.013029337
gdpr/DPA.sleec, redundancy,1, sat,0.084137917,gdpr/DPA.sleec, redundancy,1, unknown (TIMEOUT),10.0000968,gdpr/DPA.sleec, redundancy,1, sat,0.064536333,TRUE,TRUE,0.019601583
gdpr/DPA.sleec, redundancy,2, sat,0.048280239,gdpr/DPA.sleec, redundancy,2, sat,0.08595109,gdpr/DPA.sleec, redundancy,2, sat,0.048620939,TRUE,TRUE,-0.0003407
gdpr/DPA.sleec, redundancy,3, sat,0.04761076,gdpr/DPA.sleec, redundancy,3, sat,0.081552744,gdpr/DPA.sleec, redundancy,3, sat,0.037494898,TRUE,TRUE,0.010115862
gdpr/DPA.sleec, redundancy,4, sat,0.080207109,gdpr/DPA.sleec, redundancy,4, unknown (TIMEOUT),10.0001061,gdpr/DPA.sleec, redundancy,4, sat,0.049934387,TRUE,TRUE,0.030272722
gdpr/DPA.sleec, redundancy,5, sat,0.0629704,gdpr/DPA.sleec, redundancy,5, unknown (TIMEOUT),10.00240254,gdpr/DPA.sleec, redundancy,5, sat,0.051572323,TRUE,TRUE,0.011398077
gdpr/DPA.sleec, redundancy,6, sat,0.062138081,gdpr/DPA.sleec, redundancy,6, sat,0.115797281,gdpr/DPA.sleec, redundancy,6, sat,0.063398361,TRUE,TRUE,-0.001260281
gdpr/DPA.sleec, redundancy,7, sat,0.06631422,gdpr/DPA.sleec, redundancy,7, sat,0.10847187,gdpr/DPA.sleec, redundancy,7, sat,0.079383135,TRUE,TRUE,-0.013068914
gdpr/DPA.sleec, redundancy,8, sat,0.109993935,gdpr/DPA.sleec, redundancy,8, unknown (TIMEOUT),10.00010824,gdpr/DPA.sleec, redundancy,8, sat,0.041558504,TRUE,TRUE,0.068435431
gdpr/DPA.sleec, redundancy,9, sat,0.061050653,gdpr/DPA.sleec, redundancy,9, sat,0.118248224,gdpr/DPA.sleec, redundancy,9, sat,0.06312871,TRUE,TRUE,-0.002078056
gdpr/DPA.sleec, redundancy,10, sat,0.062283993,gdpr/DPA.sleec, redundancy,10, sat,0.101817608,gdpr/DPA.sleec, redundancy,10, sat,0.064122677,TRUE,TRUE,-0.001838684
gdpr/DPA.sleec, redundancy,11, sat,0.059695244,gdpr/DPA.sleec, redundancy,11, unknown (TIMEOUT),10.00012064,gdpr/DPA.sleec, redundancy,11, sat,0.254054546,TRUE,TRUE,-0.194359303
gdpr/DPA.sleec, redundancy,12, sat,0.061419964,gdpr/DPA.sleec, redundancy,12, unknown (TIMEOUT),10.00008225,gdpr/DPA.sleec, redundancy,12, sat,0.039072037,TRUE,TRUE,0.022347927
gdpr/DPA.sleec, redundancy,13, sat,0.115390062,gdpr/DPA.sleec, redundancy,13, unknown (TIMEOUT),10.0001235,gdpr/DPA.sleec, redundancy,13, sat,0.06946826,TRUE,TRUE,0.045921803
gdpr/DPA.sleec, redundancy,14, sat,0.113590479,gdpr/DPA.sleec, redundancy,14, unknown (TIMEOUT),10.00011349,gdpr/DPA.sleec, redundancy,14, sat,0.042160511,TRUE,TRUE,0.071429968
gdpr/DPA.sleec, redundancy,15, sat,0.133131742,gdpr/DPA.sleec, redundancy,15, unknown (TIMEOUT),10.00007915,gdpr/DPA.sleec, redundancy,15, sat,0.044943094,TRUE,TRUE,0.088188648
gdpr/DPA.sleec, redundancy,16, sat,0.06905818,gdpr/DPA.sleec, redundancy,16, unknown (TIMEOUT),10.00007224,gdpr/DPA.sleec, redundancy,16, sat,0.069213867,TRUE,TRUE,-0.000155687
gdpr/DPA.sleec, redundancy,17, sat,0.067030907,gdpr/DPA.sleec, redundancy,17, unknown (TIMEOUT),10.00009608,gdpr/DPA.sleec, redundancy,17, sat,0.06656599,TRUE,TRUE,0.000464916
gdpr/DPA.sleec, redundancy,18, sat,0.067325592,gdpr/DPA.sleec, redundancy,18, sat,0.123051643,gdpr/DPA.sleec, redundancy,18, sat,0.065927744,TRUE,TRUE,0.001397848
gdpr/DPA.sleec, redundancy,19, sat,0.064558029,gdpr/DPA.sleec, redundancy,19, sat,0.108163595,gdpr/DPA.sleec, redundancy,19, sat,0.064931154,TRUE,TRUE,-0.000373125
gdpr/DPA.sleec, redundancy,20, sat,0.054068327,gdpr/DPA.sleec, redundancy,20, sat,0.085949183,gdpr/DPA.sleec, redundancy,20, sat,0.037055254,TRUE,TRUE,0.017013073
gdpr/DPA.sleec, redundancy,21, sat,0.063768864,gdpr/DPA.sleec, redundancy,21, unknown (TIMEOUT),10.00007796,gdpr/DPA.sleec, redundancy,21, sat,0.073354959,TRUE,TRUE,-0.009586096
gdpr/DPA.sleec, conflict,0, sat,0.068755865,gdpr/DPA.sleec, conflict,0, unknown (TIMEOUT),10.0001266,gdpr/DPA.sleec, conflict,0, sat,0.093069315,TRUE,TRUE,-0.02431345
gdpr/DPA.sleec, conflict,1, sat,0.067329407,gdpr/DPA.sleec, conflict,1, unknown (TIMEOUT),10.00010085,gdpr/DPA.sleec, conflict,1, sat,0.072773218,TRUE,TRUE,-0.005443811
gdpr/DPA.sleec, conflict,2, sat,0.081604481,gdpr/DPA.sleec, conflict,2, unknown (TIMEOUT),10.00009489,gdpr/DPA.sleec, conflict,2, sat,0.096219301,TRUE,TRUE,-0.01461482
gdpr/DPA.sleec, conflict,3, sat,0.085586786,gdpr/DPA.sleec, conflict,3, unknown (TIMEOUT),10.00011206,gdpr/DPA.sleec, conflict,3, sat,0.158225536,TRUE,TRUE,-0.07263875
gdpr/DPA.sleec, conflict,4, sat,0.121309042,gdpr/DPA.sleec, conflict,4, unknown (TIMEOUT),10.00008059,gdpr/DPA.sleec, conflict,4, sat,0.194276571,TRUE,TRUE,-0.072967529
gdpr/DPA.sleec, conflict,5, sat,0.070006371,gdpr/DPA.sleec, conflict,5, unknown (TIMEOUT),10.00008178,gdpr/DPA.sleec, conflict,5, sat,0.067742109,TRUE,TRUE,0.002264261
gdpr/DPA.sleec, conflict,6, sat,0.07176137,gdpr/DPA.sleec, conflict,6, unknown (TIMEOUT),10.00008655,gdpr/DPA.sleec, conflict,6, sat,0.105740309,TRUE,TRUE,-0.033978939
gdpr/DPA.sleec, conflict,7, sat,0.074705601,gdpr/DPA.sleec, conflict,7, unknown (TIMEOUT),10.00007248,gdpr/DPA.sleec, conflict,7, sat,0.096554756,TRUE,TRUE,-0.021849155
gdpr/DPA.sleec, conflict,8, sat,0.122487545,gdpr/DPA.sleec, conflict,8, unknown (TIMEOUT),10.00009966,gdpr/DPA.sleec, conflict,8, sat,0.25064373,TRUE,TRUE,-0.128156185
gdpr/DPA.sleec, conflict,9, sat,0.074976683,gdpr/DPA.sleec, conflict,9, unknown (TIMEOUT),10.00007343,gdpr/DPA.sleec, conflict,9, sat,0.095681429,TRUE,TRUE,-0.020704746
gdpr/DPA.sleec, conflict,10, sat,0.071849108,gdpr/DPA.sleec, conflict,10, unknown (TIMEOUT),10.00006938,gdpr/DPA.sleec, conflict,10, sat,0.096847773,TRUE,TRUE,-0.024998665
gdpr/DPA.sleec, conflict,11, sat,0.066334486,gdpr/DPA.sleec, conflict,11, unknown (TIMEOUT),10.00009179,gdpr/DPA.sleec, conflict,11, sat,0.094406605,TRUE,TRUE,-0.028072119
gdpr/DPA.sleec, conflict,12, sat,0.063736677,gdpr/DPA.sleec, conflict,12, unknown (TIMEOUT),10.00008655,gdpr/DPA.sleec, conflict,12, sat,0.123488665,TRUE,TRUE,-0.059751987
gdpr/DPA.sleec, conflict,13, sat,0.125052452,gdpr/DPA.sleec, conflict,13, unknown (TIMEOUT),10.00009108,gdpr/DPA.sleec, conflict,13, sat,0.239561558,TRUE,TRUE,-0.114509106
gdpr/DPA.sleec, conflict,14, sat,0.126465797,gdpr/DPA.sleec, conflict,14, unknown (TIMEOUT),10.0000875,gdpr/DPA.sleec, conflict,14, sat,0.277316809,TRUE,TRUE,-0.150851011
gdpr/DPA.sleec, conflict,15, sat,0.133830786,gdpr/DPA.sleec, conflict,15, unknown (TIMEOUT),10.00010586,gdpr/DPA.sleec, conflict,15, sat,0.233742476,TRUE,TRUE,-0.09991169
gdpr/DPA.sleec, conflict,16, sat,0.076780558,gdpr/DPA.sleec, conflict,16, unknown (TIMEOUT),10.00008011,gdpr/DPA.sleec, conflict,16, sat,0.099117041,TRUE,TRUE,-0.022336483
gdpr/DPA.sleec, conflict,17, sat,0.08002305,gdpr/DPA.sleec, conflict,17, unknown (TIMEOUT),10.00009775,gdpr/DPA.sleec, conflict,17, sat,0.097890139,TRUE,TRUE,-0.017867088
gdpr/DPA.sleec, conflict,18, sat,0.073815584,gdpr/DPA.sleec, conflict,18, unknown (TIMEOUT),10.00008225,gdpr/DPA.sleec, conflict,18, sat,0.137166977,TRUE,TRUE,-0.063351393
gdpr/DPA.sleec, conflict,19, sat,0.075110674,gdpr/DPA.sleec, conflict,19, unknown (TIMEOUT),10.00010467,gdpr/DPA.sleec, conflict,19, sat,0.101769686,TRUE,TRUE,-0.026659012
gdpr/DPA.sleec, conflict,20, sat,0.099744558,gdpr/DPA.sleec, conflict,20, unknown (TIMEOUT),10.00007892,gdpr/DPA.sleec, conflict,20, sat,0.069417238,TRUE,TRUE,0.03032732
gdpr/DPA.sleec, conflict,21, sat,0.076843023,gdpr/DPA.sleec, conflict,21, unknown (TIMEOUT),10.00008893,gdpr/DPA.sleec, conflict,21, sat,0.094494104,TRUE,TRUE,-0.017651081
gdpr/DPA.sleec, concern,0, sat,0.06615448,gdpr/DPA.sleec, concern,0, unknown (TIMEOUT),10.00010037,gdpr/DPA.sleec, concern,0, unsat,0.087824345,TRUE,FALSE,-0.021669865
gdpr/DPA.sleec, concern,1, sat,0.115115166,gdpr/DPA.sleec, concern,1, unknown (TIMEOUT),10.00009727,gdpr/DPA.sleec, concern,1, unsat,0.143078804,TRUE,FALSE,-0.027963638
gdpr/DPA.sleec, concern,2, sat,0.110789299,gdpr/DPA.sleec, concern,2, unknown (TIMEOUT),10.00425005,gdpr/DPA.sleec, concern,2, unsat,0.0772717,TRUE,FALSE,0.033517599
gdpr/DPA.sleec, concern,3, sat,0.085211277,gdpr/DPA.sleec, concern,3, unknown (TIMEOUT),10.00007391,gdpr/DPA.sleec, concern,3, sat,0.148267746,TRUE,TRUE,-0.063056469
gdpr/DPA.sleec, concern,4, sat,0.069646835,gdpr/DPA.sleec, concern,4, unknown (TIMEOUT),10.000072,gdpr/DPA.sleec, concern,4, sat,0.088732004,TRUE,TRUE,-0.019085169
gdpr/DPA.sleec, concern,5, sat,0.159960508,gdpr/DPA.sleec, concern,5, unknown (TIMEOUT),10.00010562,gdpr/DPA.sleec, concern,5, unsat,0.141328096,TRUE,FALSE,0.018632412
gdpr/DPA.sleec, concern,6, sat,0.128258228,gdpr/DPA.sleec, concern,6, unknown (TIMEOUT),10.0000751,gdpr/DPA.sleec, concern,6, unsat,0.178230047,TRUE,FALSE,-0.049971819
gdpr/DPA.sleec, concern,7, sat,0.07254076,gdpr/DPA.sleec, concern,7, unknown (TIMEOUT),10.00007224,gdpr/DPA.sleec, concern,7, unsat,0.063871384,TRUE,FALSE,0.008669376
gdpr/DPA.sleec, concern,8, sat,0.109987736,gdpr/DPA.sleec, concern,8, unknown (TIMEOUT),10.00012302,gdpr/DPA.sleec, concern,8, sat,0.121291399,TRUE,TRUE,-0.011303663
gdpr/DPA.sleec, concern,9, sat,0.096552372,gdpr/DPA.sleec, concern,9, unknown (TIMEOUT),10.00011373,gdpr/DPA.sleec, concern,9, unsat,0.067358017,TRUE,FALSE,0.029194355
gdpr/DPA.sleec, concern,10, sat,0.077284575,gdpr/DPA.sleec, concern,10, unknown (TIMEOUT),10.00009418,gdpr/DPA.sleec, concern,10, unsat,0.044150591,TRUE,FALSE,0.033133984
covidfree/manual.sleec, redundancy,0, sat,0.039417505,covidfree/manual.sleec, redundancy,0, unknown (TIMEOUT),10.00008631,covidfree/manual.sleec, redundancy,0, sat,0.265258551,TRUE,TRUE,-0.225841045
covidfree/manual.sleec, redundancy,1, sat,0.024043322,covidfree/manual.sleec, redundancy,1, unknown (TIMEOUT),10.00007176,covidfree/manual.sleec, redundancy,1, sat,0.034429789,TRUE,TRUE,-0.010386467
covidfree/manual.sleec, redundancy,2, sat,0.025154591,covidfree/manual.sleec, redundancy,2, sat,0.063376904,covidfree/manual.sleec, redundancy,2, sat,0.043664217,TRUE,TRUE,-0.018509626
covidfree/manual.sleec, redundancy,3, sat,0.019673347,covidfree/manual.sleec, redundancy,3, unknown (TIMEOUT),10.0000782,covidfree/manual.sleec, redundancy,3, sat,0.033414125,TRUE,TRUE,-0.013740778
covidfree/manual.sleec, redundancy,4, sat,0.023957729,covidfree/manual.sleec, redundancy,4, sat,0.057521582,covidfree/manual.sleec, redundancy,4, sat,0.03288269,TRUE,TRUE,-0.008924961
covidfree/manual.sleec, redundancy,5, sat,0.020013571,covidfree/manual.sleec, redundancy,5, unknown (TIMEOUT),10.00007081,covidfree/manual.sleec, redundancy,5, sat,0.036023378,TRUE,TRUE,-0.016009808
covidfree/manual.sleec, redundancy,6, sat,0.022141218,covidfree/manual.sleec, redundancy,6, sat,0.050361395,covidfree/manual.sleec, redundancy,6, sat,0.043989182,TRUE,TRUE,-0.021847963
covidfree/manual.sleec, redundancy,7, sat,0.0351758,covidfree/manual.sleec, redundancy,7, unknown (TIMEOUT),10.00006652,covidfree/manual.sleec, redundancy,7, sat,0.035893917,TRUE,TRUE,-0.000718117
covidfree/manual.sleec, redundancy,8, sat,0.031376362,covidfree/manual.sleec, redundancy,8, unknown (TIMEOUT),10.0000751,covidfree/manual.sleec, redundancy,8, sat,0.118325472,TRUE,TRUE,-0.08694911
covidfree/manual.sleec, redundancy,9, sat,0.031269073,covidfree/manual.sleec, redundancy,9, unknown (TIMEOUT),10.00006533,covidfree/manual.sleec, redundancy,9, sat,0.036170959,TRUE,TRUE,-0.004901886
covidfree/manual.sleec, redundancy,10, sat,0.027846813,covidfree/manual.sleec, redundancy,10, sat,0.062033415,covidfree/manual.sleec, redundancy,10, sat,0.057191133,TRUE,TRUE,-0.02934432
covidfree/manual.sleec, redundancy,11, sat,0.030257702,covidfree/manual.sleec, redundancy,11, sat,0.053690195,covidfree/manual.sleec, redundancy,11, sat,0.058366299,TRUE,TRUE,-0.028108597
covidfree/manual.sleec, redundancy,12, sat,0.025559902,covidfree/manual.sleec, redundancy,12, unknown (TIMEOUT),10.00007653,covidfree/manual.sleec, redundancy,12, sat,0.033213139,TRUE,TRUE,-0.007653236
covidfree/manual.sleec, redundancy,13, sat,0.020324469,covidfree/manual.sleec, redundancy,13, sat,0.060379028,covidfree/manual.sleec, redundancy,13, sat,0.031966686,TRUE,TRUE,-0.011642218
covidfree/manual.sleec, redundancy,14, sat,0.023710966,covidfree/manual.sleec, redundancy,14, sat,0.044968605,covidfree/manual.sleec, redundancy,14, sat,0.032999277,TRUE,TRUE,-0.009288311
covidfree/manual.sleec, redundancy,15, sat,0.028594255,covidfree/manual.sleec, redundancy,15, unknown (TIMEOUT),10.00008583,covidfree/manual.sleec, redundancy,15, sat,0.036443472,TRUE,TRUE,-0.007849216
covidfree/manual.sleec, redundancy,16, sat,0.022498846,covidfree/manual.sleec, redundancy,16, sat,0.066231251,covidfree/manual.sleec, redundancy,16, sat,0.033812761,TRUE,TRUE,-0.011313915
covidfree/manual.sleec, redundancy,17, sat,0.028533459,covidfree/manual.sleec, redundancy,17, unknown (TIMEOUT),10.00007272,covidfree/manual.sleec, redundancy,17, sat,0.035729885,TRUE,TRUE,-0.007196426
covidfree/manual.sleec, redundancy,18, sat,0.030050278,covidfree/manual.sleec, redundancy,18, sat,0.069909096,covidfree/manual.sleec, redundancy,18, sat,0.078978062,TRUE,TRUE,-0.048927784
covidfree/manual.sleec, conflict,0, sat,0.040338278,covidfree/manual.sleec, conflict,0, unknown (TIMEOUT),10.00344181,covidfree/manual.sleec, conflict,0, sat,0.129414797,TRUE,TRUE,-0.089076519
covidfree/manual.sleec, conflict,1, sat,0.026821613,covidfree/manual.sleec, conflict,1, unknown (TIMEOUT),10.00007725,covidfree/manual.sleec, conflict,1, sat,0.132595062,TRUE,TRUE,-0.105773449
covidfree/manual.sleec, conflict,2, sat,0.032363176,covidfree/manual.sleec, conflict,2, unknown (TIMEOUT),10.00007987,covidfree/manual.sleec, conflict,2, sat,0.130156279,TRUE,TRUE,-0.097793102
covidfree/manual.sleec, conflict,3, sat,0.025406599,covidfree/manual.sleec, conflict,3, unknown (TIMEOUT),10.00008106,covidfree/manual.sleec, conflict,3, sat,0.067095757,TRUE,TRUE,-0.041689157
covidfree/manual.sleec, conflict,4, sat,0.027928829,covidfree/manual.sleec, conflict,4, unknown (TIMEOUT),10.0000701,covidfree/manual.sleec, conflict,4, sat,0.053045511,TRUE,TRUE,-0.025116682
covidfree/manual.sleec, conflict,5, sat,0.020110369,covidfree/manual.sleec, conflict,5, unknown (TIMEOUT),10.00007677,covidfree/manual.sleec, conflict,5, sat,0.033142328,TRUE,TRUE,-0.01303196
covidfree/manual.sleec, conflict,6, sat,0.025183201,covidfree/manual.sleec, conflict,6, unknown (TIMEOUT),10.00016522,covidfree/manual.sleec, conflict,6, sat,0.070226669,TRUE,TRUE,-0.045043468
covidfree/manual.sleec, conflict,7, sat,0.033465385,covidfree/manual.sleec, conflict,7, unknown (TIMEOUT),10.00007606,covidfree/manual.sleec, conflict,7, sat,0.126468658,TRUE,TRUE,-0.093003273
covidfree/manual.sleec, conflict,8, sat,0.033095598,covidfree/manual.sleec, conflict,8, unknown (TIMEOUT),10.00006747,covidfree/manual.sleec, conflict,8, sat,0.13301754,TRUE,TRUE,-0.099921942
covidfree/manual.sleec, conflict,9, sat,0.033413649,covidfree/manual.sleec, conflict,9, unknown (TIMEOUT),10.00279641,covidfree/manual.sleec, conflict,9, sat,0.115789652,TRUE,TRUE,-0.082376003
covidfree/manual.sleec, conflict,10, sat,0.032144547,covidfree/manual.sleec, conflict,10, unknown (TIMEOUT),10.00007844,covidfree/manual.sleec, conflict,10, sat,0.081234217,TRUE,TRUE,-0.04908967
covidfree/manual.sleec, conflict,11, sat,0.031064034,covidfree/manual.sleec, conflict,11, unknown (TIMEOUT),10.00009394,covidfree/manual.sleec, conflict,11, sat,0.079156876,TRUE,TRUE,-0.048092842
covidfree/manual.sleec, conflict,12, sat,0.020498037,covidfree/manual.sleec, conflict,12, unknown (TIMEOUT),10.00205588,covidfree/manual.sleec, conflict,12, sat,0.053092718,TRUE,TRUE,-0.032594681
covidfree/manual.sleec, conflict,13, sat,0.024424553,covidfree/manual.sleec, conflict,13, unknown (TIMEOUT),10.00007367,covidfree/manual.sleec, conflict,13, sat,0.057869434,TRUE,TRUE,-0.033444881
covidfree/manual.sleec, conflict,14, sat,0.026931047,covidfree/manual.sleec, conflict,14, unknown (TIMEOUT),10.0000639,covidfree/manual.sleec, conflict,14, sat,0.057569742,TRUE,TRUE,-0.030638695
covidfree/manual.sleec, conflict,15, sat,0.039130688,covidfree/manual.sleec, conflict,15, unknown (TIMEOUT),10.00007296,covidfree/manual.sleec, conflict,15, sat,0.079053879,TRUE,TRUE,-0.039923191
covidfree/manual.sleec, conflict,16, sat,0.034137249,covidfree/manual.sleec, conflict,16, unknown (TIMEOUT),10.00007653,covidfree/manual.sleec, conflict,16, sat,0.057748795,TRUE,TRUE,-0.023611546
covidfree/manual.sleec, conflict,17, sat,0.028012514,covidfree/manual.sleec, conflict,17, unknown (TIMEOUT),10.00007701,covidfree/manual.sleec, conflict,17, sat,0.086540937,TRUE,TRUE,-0.058528423
covidfree/manual.sleec, conflict,18, sat,0.034253359,covidfree/manual.sleec, conflict,18, unknown (TIMEOUT),10.0000658,covidfree/manual.sleec, conflict,18, sat,0.136308193,TRUE,TRUE,-0.102054834
covidfree/covidfree.sleec, redundancy,0, sat,0.063777447,covidfree/covidfree.sleec, redundancy,0, unknown (TIMEOUT),10.00009108,covidfree/covidfree.sleec, redundancy,0, sat,0.051378965,TRUE,TRUE,0.012398481
covidfree/covidfree.sleec, redundancy,1, sat,0.047626257,covidfree/covidfree.sleec, redundancy,1, unknown (TIMEOUT),10.00007796,covidfree/covidfree.sleec, redundancy,1, sat,0.046887636,TRUE,TRUE,0.000738621
covidfree/covidfree.sleec, redundancy,2, unsat,0.058247566,covidfree/covidfree.sleec, redundancy,2, unknown (TIMEOUT),10.00006604,covidfree/covidfree.sleec, redundancy,2, unsat,0.298335791,TRUE,TRUE,-0.240088224
covidfree/covidfree.sleec, redundancy,3, unsat,0.058688641,covidfree/covidfree.sleec, redundancy,3, unknown (TIMEOUT),10.0000658,covidfree/covidfree.sleec, redundancy,3, unsat,0.303435326,TRUE,TRUE,-0.244746685
covidfree/covidfree.sleec, redundancy,4, sat,0.047215223,covidfree/covidfree.sleec, redundancy,4, unknown (TIMEOUT),10.00008249,covidfree/covidfree.sleec, redundancy,4, sat,0.062347889,TRUE,TRUE,-0.015132666
covidfree/covidfree.sleec, redundancy,5, unsat,0.011310101,covidfree/covidfree.sleec, redundancy,5, unsat,0.236864567,covidfree/covidfree.sleec, redundancy,5, unsat,0.043223381,TRUE,TRUE,-0.03191328
covidfree/covidfree.sleec, redundancy,6, sat,0.198557854,covidfree/covidfree.sleec, redundancy,6, unknown (TIMEOUT),10.00006485,covidfree/covidfree.sleec, redundancy,6, unsat,0.132907152,TRUE,FALSE,0.065650702
covidfree/covidfree.sleec, redundancy,7, sat,0.040993214,covidfree/covidfree.sleec, redundancy,7, sat,0.082106113,covidfree/covidfree.sleec, redundancy,7, sat,0.043443203,TRUE,TRUE,-0.002449989
covidfree/covidfree.sleec, redundancy,8, sat,0.063486814,covidfree/covidfree.sleec, redundancy,8, sat,0.22840786,covidfree/covidfree.sleec, redundancy,8, sat,0.065007448,TRUE,TRUE,-0.001520634
covidfree/covidfree.sleec, redundancy,9, sat,0.067261696,covidfree/covidfree.sleec, redundancy,9, sat,0.227121115,covidfree/covidfree.sleec, redundancy,9, sat,0.046267271,TRUE,TRUE,0.020994425
covidfree/covidfree.sleec, redundancy,10, sat,0.037391901,covidfree/covidfree.sleec, redundancy,10, sat,0.080466986,covidfree/covidfree.sleec, redundancy,10, sat,0.041844368,TRUE,TRUE,-0.004452467
covidfree/covidfree.sleec, redundancy,11, sat,0.045766354,covidfree/covidfree.sleec, redundancy,11, sat,0.09388566,covidfree/covidfree.sleec, redundancy,11, sat,0.092745304,TRUE,TRUE,-0.046978951
covidfree/covidfree.sleec, redundancy,12, unsat,0.068053007,covidfree/covidfree.sleec, redundancy,12, unknown (TIMEOUT),10.0000658,covidfree/covidfree.sleec, redundancy,12, unsat,0.317734241,TRUE,TRUE,-0.249681234
covidfree/covidfree.sleec, redundancy,13, sat,0.040490389,covidfree/covidfree.sleec, redundancy,13, sat,0.083463669,covidfree/covidfree.sleec, redundancy,13, sat,0.044275522,TRUE,TRUE,-0.003785133
covidfree/covidfree.sleec, redundancy,14, sat,0.039828777,covidfree/covidfree.sleec, redundancy,14, sat,0.073328733,covidfree/covidfree.sleec, redundancy,14, sat,0.042619467,TRUE,TRUE,-0.002790689
covidfree/covidfree.sleec, redundancy,15, unsat,0.064705372,covidfree/covidfree.sleec, redundancy,15, unknown (TIMEOUT),10.00007677,covidfree/covidfree.sleec, redundancy,15, unsat,0.298343658,TRUE,TRUE,-0.233638287
